
These predictions were generated by MoorDyn (v2.0.02023-09-18) on 15-Feb-2024 at 13:30:30.

 
 
 
      Time        ANCHTEN1        ANCHTEN2        ANCHTEN3        FAIRTEN1        FAIRTEN2        FAIRTEN3
    2.8625   1.4126574E+06   1.2911572E+06   1.2713195E+06   2.5513812E+06   2.3663868E+06   2.3588440E+06
    2.8750   1.4190232E+06   1.2867364E+06   1.2660950E+06   2.5570758E+06   2.3627492E+06   2.3556035E+06
    2.8875   1.4266276E+06   1.2816116E+06   1.2603800E+06   2.5638030E+06   2.3584065E+06   2.3517928E+06
    2.9000   1.4352226E+06   1.2759546E+06   1.2543210E+06   2.5713400E+06   2.3535132E+06   2.3475275E+06
    2.9125   1.4445328E+06   1.2699562E+06   1.2480769E+06   2.5794378E+06   2.3482448E+06   2.3429395E+06
    2.9250   1.4542658E+06   1.2638192E+06   1.2418122E+06   2.5878300E+06   2.3427890E+06   2.3381720E+06
    2.9375   1.4641246E+06   1.2577499E+06   1.2356918E+06   2.5962445E+06   2.3373380E+06   2.3333720E+06
    2.9500   1.4738188E+06   1.2519492E+06   1.2298740E+06   2.6044132E+06   2.3320822E+06   2.3286872E+06
    2.9625   1.4830758E+06   1.2466052E+06   1.2245058E+06   2.6120850E+06   2.3272005E+06   2.3242582E+06
    2.9750   1.4916514E+06   1.2418846E+06   1.2197169E+06   2.6190330E+06   2.3228540E+06   2.3202130E+06
    2.9875   1.4993392E+06   1.2379269E+06   1.2156156E+06   2.6250652E+06   2.3191795E+06   2.3166638E+06
    3.0000   1.5059779E+06   1.2348380E+06   1.2122851E+06   2.6300322E+06   2.3162848E+06   2.3137008E+06
    3.0125   1.5114565E+06   1.2326869E+06   1.2097808E+06   2.6338320E+06   2.3142430E+06   2.3113908E+06
    3.0250   1.5157190E+06   1.2315029E+06   1.2081285E+06   2.6364138E+06   2.3130912E+06   2.3097735E+06
    3.0375   1.5187646E+06   1.2312744E+06   1.2073244E+06   2.6377802E+06   2.3128290E+06   2.3088600E+06
    3.0500   1.5206475E+06   1.2319502E+06   1.2073349E+06   2.6379868E+06   2.3134188E+06   2.3086340E+06
    3.0625   1.5214735E+06   1.2334421E+06   1.2080991E+06   2.6371395E+06   2.3147880E+06   2.3090508E+06
    3.0750   1.5213951E+06   1.2356286E+06   1.2095305E+06   2.6353892E+06   2.3168332E+06   2.3100402E+06
    3.0875   1.5206042E+06   1.2383604E+06   1.2115210E+06   2.6329272E+06   2.3194238E+06   2.3115095E+06
    3.1000   1.5193239E+06   1.2414675E+06   1.2139451E+06   2.6299755E+06   2.3224078E+06   2.3133458E+06
    3.1125   1.5177985E+06   1.2447659E+06   1.2166645E+06   2.6267782E+06   2.3256208E+06   2.3154222E+06
    3.1250   1.5162839E+06   1.2480658E+06   1.2195335E+06   2.6235930E+06   2.3288900E+06   2.3176010E+06
    3.1375   1.5150359E+06   1.2511798E+06   1.2224042E+06   2.6206775E+06   2.3320442E+06   2.3197415E+06
    3.1500   1.5143000E+06   1.2539301E+06   1.2251331E+06   2.6182832E+06   2.3349190E+06   2.3217025E+06
    3.1625   1.5143016E+06   1.2561568E+06   1.2275849E+06   2.6166412E+06   2.3373655E+06   2.3233512E+06
    3.1750   1.5152362E+06   1.2577231E+06   1.2296386E+06   2.6159562E+06   2.3392535E+06   2.3245660E+06
    3.1875   1.5172619E+06   1.2585222E+06   1.2311919E+06   2.6163962E+06   2.3404805E+06   2.3252425E+06
    3.2000   1.5204928E+06   1.2584800E+06   1.2321646E+06   2.6180882E+06   2.3409720E+06   2.3252985E+06
    3.2125   1.5249948E+06   1.2575585E+06   1.2325020E+06   2.6211105E+06   2.3406862E+06   2.3246760E+06
    3.2250   1.5307826E+06   1.2557570E+06   1.2321759E+06   2.6254915E+06   2.3396155E+06   2.3233450E+06
    3.2375   1.5378204E+06   1.2531115E+06   1.2311865E+06   2.6312095E+06   2.3377842E+06   2.3213042E+06
    3.2500   1.5460221E+06   1.2496930E+06   1.2295618E+06   2.6381915E+06   2.3352505E+06   2.3185815E+06
    3.2625   1.5552559E+06   1.2456040E+06   1.2273561E+06   2.6463180E+06   2.3321005E+06   2.3152330E+06
    3.2750   1.5653494E+06   1.2409742E+06   1.2246482E+06   2.6554270E+06   2.3284460E+06   2.3113412E+06
    3.2875   1.5760969E+06   1.2359549E+06   1.2215378E+06   2.6653210E+06   2.3244200E+06   2.3070118E+06
    3.3000   1.5872672E+06   1.2307124E+06   1.2181411E+06   2.6757748E+06   2.3201698E+06   2.3023690E+06
    3.3125   1.5986136E+06   1.2254212E+06   1.2145871E+06   2.6865430E+06   2.3158520E+06   2.2975525E+06
    3.3250   1.6098829E+06   1.2202571E+06   1.2110119E+06   2.6973722E+06   2.3116250E+06   2.2927100E+06
    3.3375   1.6208259E+06   1.2153898E+06   1.2075529E+06   2.7080088E+06   2.3076442E+06   2.2879930E+06
    3.3500   1.6312072E+06   1.2109760E+06   1.2043441E+06   2.7182078E+06   2.3040535E+06   2.2835498E+06
    3.3625   1.6408140E+06   1.2071534E+06   1.2015104E+06   2.7277448E+06   2.3009820E+06   2.2795212E+06
    3.3750   1.6494641E+06   1.2040359E+06   1.1991628E+06   2.7364220E+06   2.2985372E+06   2.2760340E+06
    3.3875   1.6570134E+06   1.2017086E+06   1.1973939E+06   2.7440762E+06   2.2968020E+06   2.2731962E+06
    3.4000   1.6633604E+06   1.2002252E+06   1.1962742E+06   2.7505842E+06   2.2958310E+06   2.2710935E+06
    3.4125   1.6684505E+06   1.1996065E+06   1.1958500E+06   2.7558675E+06   2.2956492E+06   2.2697848E+06
    3.4250   1.6722766E+06   1.1998399E+06   1.1961402E+06   2.7598935E+06   2.2962518E+06   2.2693015E+06
    3.4375   1.6748802E+06   1.2008804E+06   1.1971371E+06   2.7626760E+06   2.2976025E+06   2.2696452E+06
    3.4500   1.6763479E+06   1.2026534E+06   1.1988051E+06   2.7642758E+06   2.2996392E+06   2.2707882E+06
    3.4625   1.6768079E+06   1.2050581E+06   1.2010834E+06   2.7647935E+06   2.3022735E+06   2.2726740E+06
    3.4750   1.6764248E+06   1.2079721E+06   1.2038870E+06   2.7643690E+06   2.3053968E+06   2.2752198E+06
    3.4875   1.6753918E+06   1.2112572E+06   1.2071112E+06   2.7631715E+06   2.3088835E+06   2.2783208E+06
    3.5000   1.6739231E+06   1.2147646E+06   1.2106349E+06   2.7613950E+06   2.3125978E+06   2.2818520E+06
    3.5125   1.6722451E+06   1.2183421E+06   1.2143258E+06   2.7592478E+06   2.3163980E+06   2.2856755E+06
    3.5250   1.6705866E+06   1.2218399E+06   1.2180449E+06   2.7569448E+06   2.3201420E+06   2.2896440E+06
    3.5375   1.6691696E+06   1.2251166E+06   1.2216531E+06   2.7546985E+06   2.3236948E+06   2.2936078E+06
    3.5500   1.6682009E+06   1.2280455E+06   1.2250161E+06   2.7527110E+06   2.3269312E+06   2.2974200E+06
    3.5625   1.6678629E+06   1.2305188E+06   1.2280099E+06   2.7511640E+06   2.3297422E+06   2.3009430E+06
    3.5750   1.6683070E+06   1.2324515E+06   1.2305254E+06   2.7502138E+06   2.3320382E+06   2.3040528E+06
    3.5875   1.6696476E+06   1.2337852E+06   1.2324739E+06   2.7499828E+06   2.3337525E+06   2.3066445E+06
    3.6000   1.6719571E+06   1.2344896E+06   1.2337899E+06   2.7505575E+06   2.3348425E+06   2.3086365E+06
    3.6125   1.6752641E+06   1.2345624E+06   1.2344338E+06   2.7519832E+06   2.3352925E+06   2.3099738E+06
    3.6250   1.6795514E+06   1.2340299E+06   1.2343942E+06   2.7542632E+06   2.3351120E+06   2.3106282E+06
    3.6375   1.6847575E+06   1.2329450E+06   1.2336879E+06   2.7573602E+06   2.3343360E+06   2.3106025E+06
    3.6500   1.6907791E+06   1.2313842E+06   1.2323594E+06   2.7611962E+06   2.3330220E+06   2.3099262E+06
    3.6625   1.6974758E+06   1.2294448E+06   1.2304792E+06   2.7656575E+06   2.3312488E+06   2.3086575E+06
    3.6750   1.7046744E+06   1.2272395E+06   1.2281414E+06   2.7705998E+06   2.3291112E+06   2.3068785E+06
    3.6875   1.7121776E+06   1.2248926E+06   1.2254590E+06   2.7758532E+06   2.3267172E+06   2.3046918E+06
    3.7000   1.7197710E+06   1.2225344E+06   1.2225602E+06   2.7812308E+06   2.3241842E+06   2.3022178E+06
    3.7125   1.7272310E+06   1.2202952E+06   1.2195831E+06   2.7865350E+06   2.3216318E+06   2.2995865E+06
    3.7250   1.7343348E+06   1.2183014E+06   1.2166696E+06   2.7915672E+06   2.3191795E+06   2.2969355E+06
    3.7375   1.7408676E+06   1.2166689E+06   1.2139604E+06   2.7961340E+06   2.3169410E+06   2.2944012E+06
    3.7500   1.7466322E+06   1.2154998E+06   1.2115882E+06   2.8000565E+06   2.3150200E+06   2.2921150E+06
    3.7625   1.7514554E+06   1.2148779E+06   1.2096738E+06   2.8031780E+06   2.3135065E+06   2.2901972E+06
    3.7750   1.7551948E+06   1.2148659E+06   1.2083195E+06   2.8053672E+06   2.3124735E+06   2.2887518E+06
    3.7875   1.7577438E+06   1.2155030E+06   1.2076064E+06   2.8065272E+06   2.3119742E+06   2.2878628E+06
    3.8000   1.7590356E+06   1.2168038E+06   1.2075901E+06   2.8065970E+06   2.3120410E+06   2.2875910E+06
    3.8125   1.7590451E+06   1.2187580E+06   1.2082989E+06   2.8055535E+06   2.3126838E+06   2.2879710E+06
    3.8250   1.7577895E+06   1.2213311E+06   1.2097322E+06   2.8034138E+06   2.3138900E+06   2.2890102E+06
    3.8375   1.7553266E+06   1.2244662E+06   1.2118612E+06   2.8002332E+06   2.3156260E+06   2.2906890E+06
    3.8500   1.7517525E+06   1.2280866E+06   1.2146290E+06   2.7961030E+06   2.3178392E+06   2.2929615E+06
    3.8625   1.7471971E+06   1.2320988E+06   1.2179538E+06   2.7911475E+06   2.3204582E+06   2.2957572E+06
    3.8750   1.7418189E+06   1.2363960E+06   1.2217315E+06   2.7855175E+06   2.3233985E+06   2.2989848E+06
    3.8875   1.7357976E+06   1.2408636E+06   1.2258406E+06   2.7793852E+06   2.3265642E+06   2.3025362E+06
    3.9000   1.7293278E+06   1.2453822E+06   1.2301461E+06   2.7729375E+06   2.3298528E+06   2.3062902E+06
    3.9125   1.7226104E+06   1.2498331E+06   1.2345062E+06   2.7663675E+06   2.3331585E+06   2.3101188E+06
    3.9250   1.7158448E+06   1.2541021E+06   1.2387769E+06   2.7598682E+06   2.3363762E+06   2.3138915E+06
    3.9375   1.7092210E+06   1.2580845E+06   1.2428185E+06   2.7536240E+06   2.3394068E+06   2.3174825E+06
    3.9500   1.7029128E+06   1.2616874E+06   1.2465011E+06   2.7478038E+06   2.3421588E+06   2.3207738E+06
    3.9625   1.6970701E+06   1.2648342E+06   1.2497096E+06   2.7425550E+06   2.3445535E+06   2.3236618E+06
    3.9750   1.6918150E+06   1.2674666E+06   1.2523484E+06   2.7379968E+06   2.3465265E+06   2.3260610E+06
    3.9875   1.6872356E+06   1.2695456E+06   1.2543452E+06   2.7342175E+06   2.3480305E+06   2.3279078E+06
    4.0000   1.6833850E+06   1.2710539E+06   1.2556541E+06   2.7312695E+06   2.3490365E+06   2.3291628E+06
    4.0125   1.6802780E+06   1.2719945E+06   1.2562565E+06   2.7291692E+06   2.3495342E+06   2.3298115E+06
    4.0250   1.6778929E+06   1.2723910E+06   1.2561622E+06   2.7278955E+06   2.3495338E+06   2.3298678E+06
    4.0375   1.6761718E+06   1.2722862E+06   1.2554091E+06   2.7273922E+06   2.3490625E+06   2.3293688E+06
    4.0500   1.6750242E+06   1.2717398E+06   1.2540606E+06   2.7275698E+06   2.3481662E+06   2.3283772E+06
    4.0625   1.6743316E+06   1.2708254E+06   1.2522034E+06   2.7283090E+06   2.3469048E+06   2.3269758E+06
    4.0750   1.6739520E+06   1.2696282E+06   1.2499432E+06   2.7294675E+06   2.3453522E+06   2.3252655E+06
    4.0875   1.6737268E+06   1.2682410E+06   1.2474012E+06   2.7308842E+06   2.3435910E+06   2.3233598E+06
    4.1000   1.6734875E+06   1.2667608E+06   1.2447075E+06   2.7323862E+06   2.3417115E+06   2.3213810E+06
    4.1125   1.6730630E+06   1.2652846E+06   1.2419968E+06   2.7337965E+06   2.3398060E+06   2.3194542E+06
    4.1250   1.6722866E+06   1.2639064E+06   1.2394020E+06   2.7349398E+06   2.3379668E+06   2.3177022E+06
    4.1375   1.6710034E+06   1.2627129E+06   1.2370495E+06   2.7356510E+06   2.3362825E+06   2.3162412E+06
    4.1500   1.6690760E+06   1.2617810E+06   1.2350531E+06   2.7357798E+06   2.3348338E+06   2.3151748E+06
    4.1625   1.6663911E+06   1.2611748E+06   1.2335105E+06   2.7351980E+06   2.3336908E+06   2.3145902E+06
    4.1750   1.6628636E+06   1.2609430E+06   1.2324981E+06   2.7338045E+06   2.3329110E+06   2.3145552E+06
    4.1875   1.6584402E+06   1.2611179E+06   1.2320698E+06   2.7315272E+06   2.3325365E+06   2.3151150E+06
    4.2000   1.6531019E+06   1.2617139E+06   1.2322530E+06   2.7283278E+06   2.3325930E+06   2.3162902E+06
    4.2125   1.6468641E+06   1.2627272E+06   1.2330498E+06   2.7242012E+06   2.3330880E+06   2.3180772E+06
    4.2250   1.6397768E+06   1.2641365E+06   1.2344356E+06   2.7191778E+06   2.3340112E+06   2.3204470E+06
    4.2375   1.6319221E+06   1.2659036E+06   1.2363618E+06   2.7133185E+06   2.3353352E+06   2.3233475E+06
    4.2500   1.6234115E+06   1.2679751E+06   1.2387569E+06   2.7067155E+06   2.3370165E+06   2.3267055E+06
    4.2625   1.6143808E+06   1.2702848E+06   1.2415310E+06   2.6994872E+06   2.3389962E+06   2.3304302E+06
    4.2750   1.6049852E+06   1.2727558E+06   1.2445790E+06   2.6917728E+06   2.3412038E+06   2.3344162E+06
    4.2875   1.5953938E+06   1.2753038E+06   1.2477855E+06   2.6837268E+06   2.3435585E+06   2.3385482E+06
    4.3000   1.5857816E+06   1.2778401E+06   1.2510301E+06   2.6755145E+06   2.3459735E+06   2.3427060E+06
    4.3125   1.5763245E+06   1.2802754E+06   1.2541921E+06   2.6673035E+06   2.3483585E+06   2.3467688E+06
    4.3250   1.5671915E+06   1.2825224E+06   1.2571562E+06   2.6592588E+06   2.3506235E+06   2.3506202E+06
    4.3375   1.5585386E+06   1.2844995E+06   1.2598166E+06   2.6515358E+06   2.3526820E+06   2.3541530E+06
    4.3500   1.5505034E+06   1.2861338E+06   1.2620821E+06   2.6442742E+06   2.3544542E+06   2.3572735E+06
    4.3625   1.5431994E+06   1.2873631E+06   1.2638798E+06   2.6375942E+06   2.3558708E+06   2.3599038E+06
    4.3750   1.5367124E+06   1.2881391E+06   1.2651571E+06   2.6315905E+06   2.3568742E+06   2.3619860E+06
    4.3875   1.5310979E+06   1.2884285E+06   1.2658849E+06   2.6263310E+06   2.3574222E+06   2.3634835E+06
    4.4000   1.5263789E+06   1.2882144E+06   1.2660579E+06   2.6218532E+06   2.3574882E+06   2.3643822E+06
    4.4125   1.5225458E+06   1.2874965E+06   1.2656945E+06   2.6181642E+06   2.3570638E+06   2.3646908E+06
    4.4250   1.5195570E+06   1.2862914E+06   1.2648361E+06   2.6152410E+06   2.3561570E+06   2.3644392E+06
    4.4375   1.5173415E+06   1.2846321E+06   1.2635452E+06   2.6130320E+06   2.3547948E+06   2.3636785E+06
    4.4500   1.5158019E+06   1.2825664E+06   1.2619019E+06   2.6114595E+06   2.3530188E+06   2.3624762E+06
    4.4625   1.5148186E+06   1.2801549E+06   1.2600006E+06   2.6104240E+06   2.3508868E+06   2.3609158E+06
    4.4750   1.5142550E+06   1.2774694E+06   1.2579465E+06   2.6098082E+06   2.3484688E+06   2.3590902E+06
    4.4875   1.5139630E+06   1.2745895E+06   1.2558500E+06   2.6094825E+06   2.3458440E+06   2.3571005E+06
    4.5000   1.5137896E+06   1.2716004E+06   1.2538228E+06   2.6093108E+06   2.3431000E+06   2.3550500E+06
    4.5125   1.5135826E+06   1.2685889E+06   1.2519726E+06   2.6091552E+06   2.3403275E+06   2.3530400E+06
    4.5250   1.5131969E+06   1.2656406E+06   1.2503994E+06   2.6088840E+06   2.3376165E+06   2.3511665E+06
    4.5375   1.5125000E+06   1.2628370E+06   1.2491902E+06   2.6083750E+06   2.3350555E+06   2.3495168E+06
    4.5500   1.5113779E+06   1.2602518E+06   1.2484170E+06   2.6075212E+06   2.3327248E+06   2.3481642E+06
    4.5625   1.5097388E+06   1.2579482E+06   1.2481329E+06   2.6062362E+06   2.3306965E+06   2.3471682E+06
    4.5750   1.5075170E+06   1.2559778E+06   1.2483702E+06   2.6044560E+06   2.3290292E+06   2.3465698E+06
    4.5875   1.5046754E+06   1.2543765E+06   1.2491400E+06   2.6021430E+06   2.3277678E+06   2.3463918E+06
    4.6000   1.5012060E+06   1.2531655E+06   1.2504312E+06   2.5992862E+06   2.3269402E+06   2.3466388E+06
    4.6125   1.4971315E+06   1.2523488E+06   1.2522119E+06   2.5959025E+06   2.3265578E+06   2.3472952E+06
    4.6250   1.4925025E+06   1.2519140E+06   1.2544300E+06   2.5920362E+06   2.3266138E+06   2.3483292E+06
    4.6375   1.4873966E+06   1.2518328E+06   1.2570164E+06   2.5877550E+06   2.3270842E+06   2.3496925E+06
    4.6500   1.4819146E+06   1.2520619E+06   1.2598880E+06   2.5831500E+06   2.3279292E+06   2.3513235E+06
    4.6625   1.4761762E+06   1.2525448E+06   1.2629506E+06   2.5783298E+06   2.3290942E+06   2.3531502E+06
    4.6750   1.4703159E+06   1.2532144E+06   1.2661034E+06   2.5734178E+06   2.3305122E+06   2.3550932E+06
    4.6875   1.4644768E+06   1.2539954E+06   1.2692428E+06   2.5685458E+06   2.3321072E+06   2.3570690E+06
    4.7000   1.4588054E+06   1.2548072E+06   1.2722665E+06   2.5638488E+06   2.3337958E+06   2.3589932E+06
    4.7125   1.4534460E+06   1.2555679E+06   1.2750781E+06   2.5594612E+06   2.3354925E+06   2.3607865E+06
    4.7250   1.4485351E+06   1.2561964E+06   1.2775902E+06   2.5555098E+06   2.3371115E+06   2.3623732E+06
    4.7375   1.4441961E+06   1.2566170E+06   1.2797278E+06   2.5521095E+06   2.3385718E+06   2.3636890E+06
    4.7500   1.4405348E+06   1.2567618E+06   1.2814311E+06   2.5493582E+06   2.3397990E+06   2.3646802E+06
    4.7625   1.4376351E+06   1.2565734E+06   1.2826575E+06   2.5473345E+06   2.3407290E+06   2.3653072E+06
    4.7750   1.4355571E+06   1.2560078E+06   1.2833829E+06   2.5460935E+06   2.3413105E+06   2.3655455E+06
    4.7875   1.4343342E+06   1.2550361E+06   1.2836022E+06   2.5456642E+06   2.3415072E+06   2.3653855E+06
    4.8000   1.4339725E+06   1.2536459E+06   1.2833292E+06   2.5460508E+06   2.3412992E+06   2.3648345E+06
    4.8125   1.4344509E+06   1.2518415E+06   1.2825951E+06   2.5472298E+06   2.3406838E+06   2.3639140E+06
    4.8250   1.4357226E+06   1.2496448E+06   1.2814474E+06   2.5491535E+06   2.3396752E+06   2.3626598E+06
    4.8375   1.4377171E+06   1.2470938E+06   1.2799474E+06   2.5517502E+06   2.3383050E+06   2.3611198E+06
    4.8500   1.4403434E+06   1.2442414E+06   1.2781672E+06   2.5549290E+06   2.3366192E+06   2.3593520E+06
    4.8625   1.4434939E+06   1.2411540E+06   1.2761871E+06   2.5585810E+06   2.3346785E+06   2.3574220E+06
    4.8750   1.4470488E+06   1.2379086E+06   1.2740915E+06   2.5625860E+06   2.3325530E+06   2.3553995E+06
    4.8875   1.4508812E+06   1.2345896E+06   1.2719659E+06   2.5668158E+06   2.3303225E+06   2.3533570E+06
    4.9000   1.4548625E+06   1.2312861E+06   1.2698935E+06   2.5711392E+06   2.3280705E+06   2.3513648E+06
    4.9125   1.4588666E+06   1.2280882E+06   1.2679516E+06   2.5754285E+06   2.3258825E+06   2.3494900E+06
    4.9250   1.4627760E+06   1.2250836E+06   1.2662094E+06   2.5795615E+06   2.3238412E+06   2.3477928E+06
    4.9375   1.4664858E+06   1.2223539E+06   1.2647245E+06   2.5834290E+06   2.3220248E+06   2.3463248E+06
    4.9500   1.4699072E+06   1.2199716E+06   1.2635420E+06   2.5869372E+06   2.3205020E+06   2.3451268E+06
    4.9625   1.4729721E+06   1.2179978E+06   1.2626922E+06   2.5900112E+06   2.3193300E+06   2.3442280E+06
    4.9750   1.4756342E+06   1.2164786E+06   1.2621906E+06   2.5925982E+06   2.3185525E+06   2.3436432E+06
    4.9875   1.4778710E+06   1.2154448E+06   1.2620369E+06   2.5946685E+06   2.3181975E+06   2.3433758E+06
    5.0000   1.4796844E+06   1.2149092E+06   1.2622162E+06   2.5962162E+06   2.3182760E+06   2.3434140E+06
    5.0125   1.4811001E+06   1.2148680E+06   1.2626996E+06   2.5972598E+06   2.3187828E+06   2.3437342E+06
    5.0250   1.4821664E+06   1.2152990E+06   1.2634459E+06   2.5978405E+06   2.3196945E+06   2.3443012E+06
    5.0375   1.4829512E+06   1.2161642E+06   1.2644032E+06   2.5980208E+06   2.3209730E+06   2.3450695E+06
    5.0500   1.4835398E+06   1.2174109E+06   1.2655121E+06   2.5978795E+06   2.3225660E+06   2.3459850E+06
    5.0625   1.4840302E+06   1.2189735E+06   1.2667071E+06   2.5975120E+06   2.3244090E+06   2.3469882E+06
    5.0750   1.4845296E+06   1.2207768E+06   1.2679204E+06   2.5970232E+06   2.3264282E+06   2.3480152E+06
    5.0875   1.4851494E+06   1.2227391E+06   1.2690836E+06   2.5965242E+06   2.3285440E+06   2.3490015E+06
    5.1000   1.4860004E+06   1.2247754E+06   1.2701318E+06   2.5961280E+06   2.3306742E+06   2.3498828E+06
    5.1125   1.4871884E+06   1.2268008E+06   1.2710041E+06   2.5959440E+06   2.3327370E+06   2.3505985E+06
    5.1250   1.4888095E+06   1.2287344E+06   1.2716479E+06   2.5960750E+06   2.3346545E+06   2.3510942E+06
    5.1375   1.4909464E+06   1.2305024E+06   1.2720192E+06   2.5966125E+06   2.3363562E+06   2.3513225E+06
    5.1500   1.4936646E+06   1.2320410E+06   1.2720850E+06   2.5976318E+06   2.3377825E+06   2.3512458E+06
    5.1625   1.4970099E+06   1.2332991E+06   1.2718239E+06   2.5991922E+06   2.3388848E+06   2.3508360E+06
    5.1750   1.5010064E+06   1.2342404E+06   1.2712264E+06   2.6013322E+06   2.3396300E+06   2.3500772E+06
    5.1875   1.5056552E+06   1.2348446E+06   1.2702959E+06   2.6040688E+06   2.3400008E+06   2.3489655E+06
    5.2000   1.5109348E+06   1.2351085E+06   1.2690471E+06   2.6073970E+06   2.3399952E+06   2.3475080E+06
    5.2125   1.5168011E+06   1.2350455E+06   1.2675060E+06   2.6112918E+06   2.3396288E+06   2.3457242E+06
    5.2250   1.5231899E+06   1.2346851E+06   1.2657085E+06   2.6157058E+06   2.3389315E+06   2.3436432E+06
